frame,+0x00,+0x04,+0x08,+0x0C
772,0xFEE85564,0x000448DE,0x00E81467,0x0614FF2D
773,0xFEE8612D,0x0004A39C,0x00EA64AA,0x06B3FF2D
774,0xFEE8612D,0x0004A39C,0x00EA64AA,0x06B3FF2D
775,0xFEE86CF9,0x0005077F,0x00ECB56F,0x0703FF2D
776,0xFEE86CF9,0x0005077F,0x00ECB56F,0x0703FF2D
777,0xFEE878C7,0x00056F52,0x00EF06B3,0x0703FF2D
778,0xFEE878C7,0x00056F52,0x00EF06B3,0x0703FF2D
779,0xFEE88498,0x0005D73C,0x00F15876,0x0703FF2D
780,0xFEE88498,0x0005D73C,0x00F15876,0x0703FF2D
781,0xFEE8906B,0x00063F3D,0x00F3AAB8,0x0703FF1D
782,0xFEE8906B,0x00063F3D,0x00F3AAB8,0x0703FF1D
783,0xFEE89D29,0x0006A753,0x00F5FD79,0x0703FF0D
784,0xFEE89D29,0x0006A753,0x00F5FD79,0x0703FF0D
785,0xFEE8AAD2,0x00070F7F,0x00F850B0,0x0703FEFD
786,0xFEE8AAD2,0x00070F7F,0x00F850B0,0x0703FEFD
787,0xFEE8B970,0x000777C0,0x00FAA465,0x0703FEED
788,0xFEE8B970,0x000777C0,0x00FAA465,0x0703FEED
789,0xFEE8C8FA,0x0007DF2D,0x00FCF88F,0x06EFFEDD
790,0xFEE8C8FA,0x0007DF2D,0x00FCF88F,0x06EFFEDD
791,0xFEE8D971,0x0008421B,0x00FF4D2E,0x06A0FECD
792,0xFEE8D971,0x0008421B,0x00FF4D2E,0x06A0FECD
793,0xFEE8EAD5,0x0008A326,0x0101A24E,0x0650FEBD
